7ffada9684e8 -> 7ffada5ef690 | DATA | None
7ffada7510af -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7510e8 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751122 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada75115c -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751196 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7511d0 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada75120a -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751244 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada75127e -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7512b8 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7512f2 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada75132c -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751366 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7513a0 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7513da -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751414 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada75144e -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada751488 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7514c2 -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada7514fc -> 7ffada6685d0 | UNCONDITIONAL_CALL | initialize
7ffada8cc468 -> 7ffada668690 | DATA | None
7ffada9705f4 -> 7ffada668690 | DATA | None
Entry Point -> 7ffada668690 | EXTERNAL | None
7ffada854f78 -> 7ffada668690 | DATA | None
7ffada855048 -> 7ffada668690 | DATA | None
7ffada8cc478 -> 7ffada6686c0 | DATA | None
7ffada970600 -> 7ffada6686c0 | DATA | None
Entry Point -> 7ffada6686c0 | EXTERNAL | None
7ffada855050 -> 7ffada6686c0 | DATA | None
7ffada8cc820 -> 7ffada668860 | DATA | None
Entry Point -> 7ffada668860 | EXTERNAL | None
7ffada855038 -> 7ffada668860 | DATA | None
7ffada8ccd10 -> 7ffada6689d0 | DATA | None
Entry Point -> 7ffada6689d0 | EXTERNAL | None
7ffada855040 -> 7ffada6689d0 | DATA | None
7ffada8ccf50 -> 7ffada668a60 | DATA | None
7ffada97060c -> 7ffada668a60 | DATA | None
Entry Point -> 7ffada668a60 | EXTERNAL | None
7ffada669397 -> 7ffada668a60 | UNCONDITIONAL_CALL | initialize
7ffada8ccf64 -> 7ffada669100 | DATA | None
7ffada970618 -> 7ffada669100 | DATA | None
Entry Point -> 7ffada669100 | EXTERNAL | None
7ffada6698dc -> 7ffada669100 | UNCONDITIONAL_CALL | initialize
7ffada8cd078 -> 7ffada669260 | DATA | None
7ffada970624 -> 7ffada669260 | DATA | None
Entry Point -> 7ffada669260 | EXTERNAL | None
7ffada854fb0 -> 7ffada669260 | DATA | None
7ffada8cd944 -> 7ffada669ef0 | DATA | None
7ffada97063c -> 7ffada669ef0 | DATA | None
Entry Point -> 7ffada669ef0 | EXTERNAL | None
7ffada6677be -> 7ffada669ef0 | UNCONDITIONAL_CALL | SetCommand
7ffada8cd948 -> 7ffada66a200 | DATA | None
7ffada970648 -> 7ffada66a200 | DATA | None
Entry Point -> 7ffada66a200 | EXTERNAL | None
7ffada667447 -> 7ffada66a200 | UNCONDITIONAL_CALL | OnCockpitEvent
7ffada8cd9dc -> 7ffada66a420 | DATA | None
Entry Point -> 7ffada66a420 | EXTERNAL | None
7ffada66768f -> 7ffada66a420 | UNCONDITIONAL_CALL | SetCommand
7ffada970654 -> 7ffada66a530 | DATA | None
7ffada8a1cc8 -> 7ffada66a530 | DATA | None
7ffada8a1d20 -> 7ffada66a530 | DATA | None
7ffada668118 -> 7ffada66a530 | UNCONDITIONAL_CALL | add_note
7ffada9706b4 -> 7ffada66a740 | DATA | None
7ffada8a2284 -> 7ffada66a740 | DATA | None
7ffada8a2294 -> 7ffada66a740 | DATA | None
7ffada667a7d -> 7ffada66a740 | UNCONDITIONAL_CALL | add_new_page_code
7ffada667bfd -> 7ffada66a740 | UNCONDITIONAL_CALL | add_new_page_picture_name
7ffada667d6d -> 7ffada66a740 | UNCONDITIONAL_CALL | add_new_page_picture_ptr
7ffada669886 -> 7ffada66a740 | UNCONDITIONAL_CALL | initialize
7ffada66a709 -> 7ffada66a740 | UNCONDITIONAL_CALL | reserve_new_page
7ffada66aea2 -> 7ffada66a740 | UNCONDITIONAL_CALL | set_user_charts_count
7ffada8ce6d0 -> 7ffada66a8b0 | DATA | None
Entry Point -> 7ffada66a8b0 | EXTERNAL | None
7ffada855098 -> 7ffada66a8b0 | DATA | None
7ffada860248 -> 7ffada66a8b0 | DATA | None
7ffada8ced38 -> 7ffada66a9e0 | DATA | None
7ffada9706d8 -> 7ffada66a9e0 | DATA | None
7ffada8a1f54 -> 7ffada66a9e0 | DATA | None
7ffada8a1f94 -> 7ffada66a9e0 | DATA | None
7ffada8a1ff4 -> 7ffada66a9e0 | DATA | None
Entry Point -> 7ffada66a9e0 | EXTERNAL | None
7ffada7d7ec1 -> 7ffada66a9e0 | UNCONDITIONAL_CALL | initialize
7ffada7d7f6f -> 7ffada66a9e0 | UNCONDITIONAL_CALL | initialize
7ffada6677dc -> 7ffada66a9e0 | UNCONDITIONAL_CALL | SetCommand
7ffada8cf264 -> 7ffada66af50 | DATA | None
7ffada9707a4 -> 7ffada66af50 | DATA | None
Entry Point -> 7ffada66af50 | EXTERNAL | None
7ffada66a237 -> 7ffada66af50 | UNCONDITIONAL_CALL | mark_target
7ffada668776 -> 7ffada66af50 | UNCONDITIONAL_CALL | get_camera_point
7ffada668dc4 -> 7ffada66af50 | UNCONDITIONAL_CALL | init_waypoints
7ffada669370 -> 7ffada66af50 | UNCONDITIONAL_CALL | initialize
7ffada669514 -> 7ffada66af50 | UNCONDITIONAL_CALL | initialize
7ffada669f54 -> 7ffada66af50 | UNCONDITIONAL_CALL | mark_self
7ffada8cf348 -> 7ffada66b080 | DATA | None
Entry Point -> 7ffada66b080 | EXTERNAL | None
7ffada6677fa -> 7ffada66b080 | UNCONDITIONAL_CALL | SetCommand
7ffada8c8ed0 -> 7ffada673810 | DATA | None
7ffada971080 -> 7ffada673810 | DATA | None
Entry Point -> 7ffada673810 | EXTERNAL | None
7ffada6655df -> 7ffada673810 | UNCONDITIONAL_CALL | avKneeboard
7ffada8cb2e8 -> 7ffada6738c0 | DATA | None
7ffada97108c -> 7ffada6738c0 | DATA | None
Entry Point -> 7ffada6738c0 | EXTERNAL | None
7ffada673ba0 -> 7ffada6738c0 | UNCONDITIONAL_CALL | get_camera
7ffada8cb2f4 -> 7ffada673a40 | DATA | None
7ffada971098 -> 7ffada673a40 | DATA | None
Entry Point -> 7ffada673a40 | EXTERNAL | None
7ffada673bd0 -> 7ffada673a40 | UNCONDITIONAL_CALL | get_camera
7ffada8cc464 -> 7ffada673b50 | DATA | None
7ffada9710a4 -> 7ffada673b50 | DATA | None
Entry Point -> 7ffada673b50 | EXTERNAL | None
7ffada6686b2 -> 7ffada673b50 | UNCONDITIONAL_CALL | get_camera
7ffada7d96fb -> 7ffada673b50 | UNCONDITIONAL_CALL | update_camera
7ffada8c8ed8 -> 7ffada674330 | DATA | None
7ffada9710c8 -> 7ffada674330 | DATA | None
Entry Point -> 7ffada674330 | EXTERNAL | None
7ffada66a2de -> 7ffada674330 | UNCONDITIONAL_CALL | mark_target
7ffada668df3 -> 7ffada674330 | UNCONDITIONAL_CALL | init_waypoints
7ffada669ffe -> 7ffada674330 | UNCONDITIONAL_CALL | mark_self
7ffada709170 -> 7ffada674330 | UNCONDITIONAL_CALL | FUN_7ffada709140
7ffada8c95f4 -> 7ffada6744d0 | DATA | None
7ffada9710d4 -> 7ffada6744d0 | DATA | None
Entry Point -> 7ffada6744d0 | EXTERNAL | None
7ffada666ca2 -> 7ffada6744d0 | UNCONDITIONAL_CALL | FUN_7ffada666c40
7ffada7098bf -> 7ffada6744d0 | UNCONDITIONAL_CALL | FUN_7ffada7098b0
7ffada666c5c -> 7ffada6744d0 | DATA | FUN_7ffada666c40
7ffada8ce768 -> 7ffada6746c0 | DATA | None
7ffada9710ec -> 7ffada6746c0 | DATA | None
Entry Point -> 7ffada6746c0 | EXTERNAL | None
7ffada66a3a4 -> 7ffada6746c0 | UNCONDITIONAL_CALL | mark_target
7ffada668e49 -> 7ffada6746c0 | UNCONDITIONAL_CALL | init_waypoints
7ffada66a14a -> 7ffada6746c0 | UNCONDITIONAL_CALL | mark_self
7ffada8ce7c8 -> 7ffada674800 | DATA | None
7ffada971104 -> 7ffada674800 | DATA | None
Entry Point -> 7ffada674800 | EXTERNAL | None
7ffada66a17b -> 7ffada674800 | UNCONDITIONAL_CALL | mark_self
7ffada674963 -> 7ffada674800 | UNCONDITIONAL_CALL | setRotatePoint
7ffada8c9538 -> 7ffada7eb570 | DATA | None
7ffada983920 -> 7ffada7eb570 | DATA | None
Entry Point -> 7ffada7eb570 | EXTERNAL | None
7ffada6660a3 -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~avKneeboardZoneObject
7ffada666a3e -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada6669e0
7ffada67453e -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~avMovingMapPoint
7ffada672d42 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada672cd0
7ffada6731c4 -> 7ffada7eb570 | UNCONDITIONAL_CALL | initialize
7ffada73a7ce -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~avArcadeRadar
7ffada73ac7c -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada73ac00
7ffada73b4c1 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada73b3b0
7ffada73c8d2 -> 7ffada7eb570 | UNCONDITIONAL_CALL | insert
7ffada73cd57 -> 7ffada7eb570 | UNCONDITIONAL_CALL | most_dangerous
7ffada73cffc -> 7ffada7eb570 | UNCONDITIONAL_CALL | nearest_by_distance
7ffada73d1ed -> 7ffada7eb570 | UNCONDITIONAL_CALL | nearest_to_hud
7ffada73dc86 -> 7ffada7eb570 | UNCONDITIONAL_CALL | search_targets_by_selector
7ffada73e1d6 -> 7ffada7eb570 | UNCONDITIONAL_CALL | set_target
7ffada74359a -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada743540
7ffada744496 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada744470
7ffada745db0 -> 7ffada7eb570 | UNCONDITIONAL_CALL | insert
7ffada745dd3 -> 7ffada7eb570 | UNCONDITIONAL_CALL | insert
7ffada746483 -> 7ffada7eb570 | UNCONDITIONAL_CALL | update_existing_contacts
7ffada7c58fa -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada7c58a0
7ffada7c6d49 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada7c6cd0
7ffada7cb6c1 -> 7ffada7eb570 | UNCONDITIONAL_CALL | initialize
7ffada7fbc66 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada7fbc20
7ffada672a15 -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~mission_target
7ffada73a708 -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~arcade_target
7ffada743ee6 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada743ec0
7ffada743f75 -> 7ffada7eb570 | UNCONDITIONAL_CALL | FUN_7ffada743f50
7ffada7c6365 -> 7ffada7eb570 | UNCONDITIONAL_CALL | ~mov_ptr_mark
7ffada73b1a2 -> 7ffada7eb570 | UNCONDITIONAL_CALL | SetCommand
7ffada6669fc -> 7ffada7eb570 | DATA | FUN_7ffada6669e0
7ffada8ce204 -> 7ffada7eb5b0 | DATA | None
7ffada98392c -> 7ffada7eb5b0 | DATA | None
Entry Point -> 7ffada7eb5b0 | EXTERNAL | None
7ffada7eb583 -> 7ffada7eb5b0 | UNCONDITIONAL_CALL | ~avDrawCachedObj
7ffada73a983 -> 7ffada7eb5b0 | UNCONDITIONAL_CALL | operator=
7ffada8ca93c -> 7ffada7ed350 | DATA | None
7ffada983b84 -> 7ffada7ed350 | DATA | None
Entry Point -> 7ffada7ed350 | EXTERNAL | None
7ffada604dc1 -> 7ffada7ed350 | UNCONDITIONAL_CALL | create_additional_services
7ffada609af5 -> 7ffada7ed350 | UNCONDITIONAL_CALL | FUN_7ffada609970
7ffada62011e -> 7ffada7ed350 | UNCONDITIONAL_CALL | loadSounds
7ffada60d8d1 -> 7ffada7ed350 | UNCONDITIONAL_CALL | initialize
7ffada649a86 -> 7ffada7ed350 | UNCONDITIONAL_CALL | initialize
7ffada7844d5 -> 7ffada7ed350 | UNCONDITIONAL_CALL | initialize
7ffada820eb4 -> 7ffada7ed350 | UNCONDITIONAL_CALL | FUN_7ffada820d30
7ffada8211b4 -> 7ffada7ed350 | UNCONDITIONAL_CALL | FUN_7ffada820d30
7ffada826351 -> 7ffada7ed350 | UNCONDITIONAL_CALL | FUN_7ffada825e60
7ffada8cdb60 -> 7ffada7f2fd0 | DATA | None
7ffada984094 -> 7ffada7f2fd0 | DATA | None
Entry Point -> 7ffada7f2fd0 | EXTERNAL | None
7ffada7f37a1 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | querySharedState
7ffada604cb7 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | create_additional_services
7ffada60d7b6 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | initialize
7ffada6498f0 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | ensured_Lua
7ffada649a09 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | initialize
7ffada649a63 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | initialize
7ffada7844b3 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | initialize
7ffada820d8d -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | FUN_7ffada820d30
7ffada82633f -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | FUN_7ffada825e60
7ffada62c812 -> 7ffada7f2fd0 | UNCONDITIONAL_CALL | ed_cockpit_open_lua_state
7ffada8c9434 -> 7ffada7f6230 | DATA | None
7ffada9842d4 -> 7ffada7f6230 | DATA | None
Entry Point -> 7ffada7f6230 | EXTERNAL | None
7ffada60ab9a -> 7ffada7f6230 | UNCONDITIONAL_CALL | release
7ffada665ea7 -> 7ffada7f6230 | UNCONDITIONAL_CALL | ~avKneeboard
7ffada665ee0 -> 7ffada7f6230 | UNCONDITIONAL_CALL | ~avKneeboard
7ffada709620 -> 7ffada7f6230 | UNCONDITIONAL_CALL | ~avRWR
7ffada794838 -> 7ffada7f6230 | UNCONDITIONAL_CALL | ~ccMovingMap
7ffada8c9438 -> 7ffada7f62a0 | DATA | None
7ffada9842e0 -> 7ffada7f62a0 | DATA | None
Entry Point -> 7ffada7f62a0 | EXTERNAL | None
7ffada5f8b4b -> 7ffada7f62a0 | UNCONDITIONAL_CALL | FUN_7ffada5f8af0
7ffada5f8cce -> 7ffada7f62a0 | UNCONDITIONAL_CALL | FUN_7ffada5f8b80
7ffada6660b5 -> 7ffada7f62a0 | UNCONDITIONAL_CALL | ~avKneeboardZoneObject
7ffada674555 -> 7ffada7f62a0 | UNCONDITIONAL_CALL | ~avMovingMapPoint
7ffada794981 -> 7ffada7f62a0 | UNCONDITIONAL_CALL | ~chart_item
7ffada5f8b0c -> 7ffada7f62a0 | DATA | FUN_7ffada5f8af0
7ffada8c943c -> 7ffada7f62d0 | DATA | None
7ffada9842ec -> 7ffada7f62d0 | DATA | None
7ffada8c3300 -> 7ffada7f62d0 | DATA | None
7ffada8c3310 -> 7ffada7f62d0 | DATA | None
Entry Point -> 7ffada7f62d0 | EXTERNAL | None
7ffada7f6250 -> 7ffada7f62d0 | UNCONDITIONAL_CALL | ~SimpleOctTree
7ffada7f63f0 -> 7ffada7f62d0 | UNCONDITIONAL_CALL | ~SimpleOctTreeNode
7ffada7f6a68 -> 7ffada7f62d0 | UNCONDITIONAL_CALL | DeleteAll
7ffada7f6bbd -> 7ffada7f62d0 | UNCONDITIONAL_CALL | DeleteAll
7ffada7f69d6 -> 7ffada7f62d0 | UNCONDITIONAL_CALL | FUN_7ffada7f6820
7ffada8ca6c8 -> 7ffada7f6470 | DATA | None
7ffada984310 -> 7ffada7f6470 | DATA | None
7ffada8c3658 -> 7ffada7f6470 | DATA | None
7ffada8c3668 -> 7ffada7f6470 | DATA | None
Entry Point -> 7ffada7f6470 | EXTERNAL | None
7ffada609cf3 -> 7ffada7f6470 | UNCONDITIONAL_CALL | FUN_7ffada609970
7ffada66a3b7 -> 7ffada7f6470 | UNCONDITIONAL_CALL | mark_target
7ffada66a18e -> 7ffada7f6470 | UNCONDITIONAL_CALL | mark_self
7ffada70baf4 -> 7ffada7f6470 | UNCONDITIONAL_CALL | initialize_storage
7ffada8ca6cc -> 7ffada7f6520 | DATA | None
Entry Point -> 7ffada7f6520 | EXTERNAL | None
7ffada668e58 -> 7ffada7f6520 | UNCONDITIONAL_CALL | init_waypoints
7ffada6691ff -> 7ffada7f6520 | UNCONDITIONAL_CALL | init_zones
7ffada795c2d -> 7ffada7f6520 | UNCONDITIONAL_CALL | l_create_chart
7ffada8ca768 -> 7ffada7f6a40 | DATA | None
7ffada984358 -> 7ffada7f6a40 | DATA | None
7ffada8c3628 -> 7ffada7f6a40 | DATA | None
7ffada8c3638 -> 7ffada7f6a40 | DATA | None
Entry Point -> 7ffada7f6a40 | EXTERNAL | None
7ffada60ab86 -> 7ffada7f6a40 | UNCONDITIONAL_CALL | release
7ffada665e93 -> 7ffada7f6a40 | UNCONDITIONAL_CALL | ~avKneeboard
7ffada665ecc -> 7ffada7f6a40 | UNCONDITIONAL_CALL | ~avKneeboard
7ffada70960c -> 7ffada7f6a40 | UNCONDITIONAL_CALL | ~avRWR
7ffada794828 -> 7ffada7f6a40 | UNCONDITIONAL_CALL | ~ccMovingMap
7ffada8ca76c -> 7ffada7f6aa0 | DATA | None
7ffada98437c -> 7ffada7f6aa0 | DATA | None
Entry Point -> 7ffada7f6aa0 | EXTERNAL | None
7ffada7f6a57 -> 7ffada7f6aa0 | UNCONDITIONAL_CALL | DeleteAll
7ffada7f6ba8 -> 7ffada7f6aa0 | UNCONDITIONAL_CALL | DeleteAll
7ffada8cb350 -> 7ffada7f7f40 | DATA | None
7ffada9844e4 -> 7ffada7f7f40 | DATA | None
Entry Point -> 7ffada7f7f40 | EXTERNAL | None
7ffada5f8ed1 -> 7ffada7f7f40 | UNCONDITIONAL_CALL | FUN_7ffada5f8e60
7ffada84d270 -> 7ffada7f7f40 | DATA | None
7ffada855088 -> 7ffada7f7f40 | DATA | None
7ffada8550d8 -> 7ffada7f7f40 | DATA | None
7ffada860238 -> 7ffada7f7f40 | DATA | None
7ffada8658f8 -> 7ffada7f7f40 | DATA | None
7ffada8cb370 -> 7ffada7f7f70 | DATA | None
7ffada9844f0 -> 7ffada7f7f70 | DATA | None
Entry Point -> 7ffada7f7f70 | EXTERNAL | None
7ffada84d278 -> 7ffada7f7f70 | DATA | None
7ffada84d298 -> 7ffada7f7f70 | DATA | None
7ffada855090 -> 7ffada7f7f70 | DATA | None
7ffada8550e0 -> 7ffada7f7f70 | DATA | None
7ffada860240 -> 7ffada7f7f70 | DATA | None
7ffada865900 -> 7ffada7f7f70 | DATA | None
7ffada8cb66c -> 7ffada7f8000 | DATA | None
7ffada984508 -> 7ffada7f8000 | DATA | None
Entry Point -> 7ffada7f8000 | EXTERNAL | None
7ffada668b02 -> 7ffada7f8000 | UNCONDITIONAL_CALL | init_waypoints
7ffada669170 -> 7ffada7f8000 | UNCONDITIONAL_CALL | init_zones
7ffada70b989 -> 7ffada7f8000 | UNCONDITIONAL_CALL | initialize_storage
7ffada794f1c -> 7ffada7f8000 | UNCONDITIONAL_CALL | check_charts
7ffada8cdef4 -> 7ffada802b60 | DATA | None
7ffada9850f0 -> 7ffada802b60 | DATA | None
Entry Point -> 7ffada802b60 | EXTERNAL | None
7ffada668bed -> 7ffada802b60 | UNCONDITIONAL_CALL | init_waypoints
7ffada8cdf24 -> 7ffada802d30 | DATA | None
7ffada985120 -> 7ffada802d30 | DATA | None
Entry Point -> 7ffada802d30 | EXTERNAL | None
7ffada668bcf -> 7ffada802d30 | UNCONDITIONAL_CALL | init_waypoints
7ffada84cbd8 -> 7ffada8276ec | DATA | None
7ffada84ce08 -> 7ffada8276ec | DATA | None
7ffada84cfa8 -> 7ffada8276ec | DATA | None
7ffada84cf30 -> 7ffada8276ec | DATA | None
7ffada850540 -> 7ffada8276ec | DATA | None
7ffada8508f8 -> 7ffada8276ec | DATA | None
7ffada8515a0 -> 7ffada8276ec | DATA | None
7ffada851698 -> 7ffada8276ec | DATA | None
7ffada8517d0 -> 7ffada8276ec | DATA | None
7ffada851b68 -> 7ffada8276ec | DATA | None
7ffada851fa8 -> 7ffada8276ec | DATA | None
7ffada852610 -> 7ffada8276ec | DATA | None
7ffada8529b8 -> 7ffada8276ec | DATA | None
7ffada852ac0 -> 7ffada8276ec | DATA | None
7ffada852e28 -> 7ffada8276ec | DATA | None
7ffada853468 -> 7ffada8276ec | DATA | None
7ffada853a20 -> 7ffada8276ec | DATA | None
7ffada853c78 -> 7ffada8276ec | DATA | None
7ffada853da0 -> 7ffada8276ec | DATA | None
7ffada853ed8 -> 7ffada8276ec | DATA | None
7ffada853fb8 -> 7ffada8276ec | DATA | None
7ffada854428 -> 7ffada8276ec | DATA | None
7ffada854508 -> 7ffada8276ec | DATA | None
7ffada8547d8 -> 7ffada8276ec | DATA | None
7ffada8549b8 -> 7ffada8276ec | DATA | None
7ffada8550b8 -> 7ffada8276ec | DATA | None
7ffada855688 -> 7ffada8276ec | DATA | None
7ffada856430 -> 7ffada8276ec | DATA | None
7ffada856c30 -> 7ffada8276ec | DATA | None
7ffada857af8 -> 7ffada8276ec | DATA | None
7ffada857c10 -> 7ffada8276ec | DATA | None
7ffada857d90 -> 7ffada8276ec | DATA | None
7ffada8580b8 -> 7ffada8276ec | DATA | None
7ffada858360 -> 7ffada8276ec | DATA | None
7ffada858478 -> 7ffada8276ec | DATA | None
7ffada858608 -> 7ffada8276ec | DATA | None
7ffada858a18 -> 7ffada8276ec | DATA | None
7ffada858b90 -> 7ffada8276ec | DATA | None
7ffada858c98 -> 7ffada8276ec | DATA | None
7ffada858dd8 -> 7ffada8276ec | DATA | None
7ffada85b960 -> 7ffada8276ec | DATA | None
7ffada85bae8 -> 7ffada8276ec | DATA | None
7ffada85ce80 -> 7ffada8276ec | DATA | None
7ffada85d1f8 -> 7ffada8276ec | DATA | None
7ffada85d4d8 -> 7ffada8276ec | DATA | None
7ffada85d578 -> 7ffada8276ec | DATA | None
7ffada85e2c8 -> 7ffada8276ec | DATA | None
7ffada85e9e8 -> 7ffada8276ec | DATA | None
7ffada85ec28 -> 7ffada8276ec | DATA | None
7ffada85f8e0 -> 7ffada8276ec | DATA | None
7ffada85fad0 -> 7ffada8276ec | DATA | None
7ffada85fbe0 -> 7ffada8276ec | DATA | None
7ffada860268 -> 7ffada8276ec | DATA | None
7ffada8618a8 -> 7ffada8276ec | DATA | None
7ffada861ac0 -> 7ffada8276ec | DATA | None
7ffada8620d8 -> 7ffada8276ec | DATA | None
7ffada863b88 -> 7ffada8276ec | DATA | None
7ffada867338 -> 7ffada8276ec | DATA | None
7ffada867680 -> 7ffada8276ec | DATA | None
7ffada84e110 -> 7ffada8276ec | DATA | None
7ffada8509d0 -> 7ffada8276ec | DATA | None
7ffada850b30 -> 7ffada8276ec | DATA | None
7ffada850c78 -> 7ffada8276ec | DATA | None
7ffada8510f0 -> 7ffada8276ec | DATA | None
7ffada851448 -> 7ffada8276ec | DATA | None
7ffada8518f8 -> 7ffada8276ec | DATA | None
7ffada8520b8 -> 7ffada8276ec | DATA | None
7ffada852220 -> 7ffada8276ec | DATA | None
7ffada8523e0 -> 7ffada8276ec | DATA | None
7ffada852538 -> 7ffada8276ec | DATA | None
7ffada852728 -> 7ffada8276ec | DATA | None
7ffada852b70 -> 7ffada8276ec | DATA | None
7ffada852fd8 -> 7ffada8276ec | DATA | None
7ffada8532d0 -> 7ffada8276ec | DATA | None
7ffada8538d0 -> 7ffada8276ec | DATA | None
7ffada8540d0 -> 7ffada8276ec | DATA | None
7ffada854660 -> 7ffada8276ec | DATA | None
7ffada854ae0 -> 7ffada8276ec | DATA | None
7ffada854fa0 -> 7ffada8276ec | DATA | None
7ffada8557a0 -> 7ffada8276ec | DATA | None
7ffada855b98 -> 7ffada8276ec | DATA | None
7ffada855b08 -> 7ffada8276ec | DATA | None
7ffada855eb8 -> 7ffada8276ec | DATA | None
7ffada856018 -> 7ffada8276ec | DATA | None
7ffada856190 -> 7ffada8276ec | DATA | None
7ffada856530 -> 7ffada8276ec | DATA | None
7ffada8566b0 -> 7ffada8276ec | DATA | None
7ffada856830 -> 7ffada8276ec | DATA | None
7ffada856ae8 -> 7ffada8276ec | DATA | None
7ffada856d28 -> 7ffada8276ec | DATA | None
7ffada856e08 -> 7ffada8276ec | DATA | None
7ffada8570c8 -> 7ffada8276ec | DATA | None
7ffada8581a8 -> 7ffada8276ec | DATA | None
7ffada858840 -> 7ffada8276ec | DATA | None
7ffada858eb0 -> 7ffada8276ec | DATA | None
7ffada85b500 -> 7ffada8276ec | DATA | None
7ffada85d300 -> 7ffada8276ec | DATA | None
7ffada85d610 -> 7ffada8276ec | DATA | None
7ffada85d8e0 -> 7ffada8276ec | DATA | None
7ffada85da58 -> 7ffada8276ec | DATA | None
7ffada85dc20 -> 7ffada8276ec | DATA | None
7ffada85de30 -> 7ffada8276ec | DATA | None
7ffada85dd68 -> 7ffada8276ec | DATA | None
7ffada85def8 -> 7ffada8276ec | DATA | None
7ffada85e078 -> 7ffada8276ec | DATA | None
7ffada85ed90 -> 7ffada8276ec | DATA | None
7ffada85ef98 -> 7ffada8276ec | DATA | None
7ffada85f248 -> 7ffada8276ec | DATA | None
7ffada85f448 -> 7ffada8276ec | DATA | None
7ffada85f6c8 -> 7ffada8276ec | DATA | None
7ffada85feb0 -> 7ffada8276ec | DATA | None
7ffada85ffe0 -> 7ffada8276ec | DATA | None
7ffada860298 -> 7ffada8276ec | DATA | None
7ffada860578 -> 7ffada8276ec | DATA | None
7ffada860cc8 -> 7ffada8276ec | DATA | None
7ffada860e18 -> 7ffada8276ec | DATA | None
7ffada861698 -> 7ffada8276ec | DATA | None
7ffada861f18 -> 7ffada8276ec | DATA | None
7ffada862528 -> 7ffada8276ec | DATA | None
7ffada863920 -> 7ffada8276ec | DATA | None
7ffada863e30 -> 7ffada8276ec | DATA | None
7ffada864030 -> 7ffada8276ec | DATA | None
7ffada864528 -> 7ffada8276ec | DATA | None
7ffada864380 -> 7ffada8276ec | DATA | None
7ffada864b90 -> 7ffada8276ec | DATA | None
7ffada866c68 -> 7ffada8276ec | DATA | None
7ffada867958 -> 7ffada8276ec | DATA | None
7ffada868b78 -> 7ffada8276ec | DATA | None
7ffada868d50 -> 7ffada8276ec | DATA | None
7ffada868f40 -> 7ffada8276ec | DATA | None
7ffada869758 -> 7ffada8276ec | DATA | None
7ffada8699c8 -> 7ffada8276ec | DATA | None
7ffada869bf8 -> 7ffada8276ec | DATA | None
7ffada869e20 -> 7ffada8276ec | DATA | None
7ffada86a028 -> 7ffada8276ec | DATA | None
7ffada86a220 -> 7ffada8276ec | DATA | None
7ffada86a5a8 -> 7ffada8276ec | DATA | None
